epoch,acc,loss,lr,val_acc,val_loss
0,0.7647757,0.5385165609603194,0.01,0.8225519061088562,0.40656139425542775
1,0.8516069,0.3487052367680311,0.01,0.7909001111984253,0.5944242342230592
