epoch,acc,loss,lr,val_acc,val_loss
0,0.6359258,0.646160694657294,0.01,0.6639813184738159,0.6098442188455615
1,0.7415955,0.5285730319804719,0.01,0.6662073135375977,0.6200411694394043
