epoch,acc,loss,lr,val_acc,val_loss
0,0.511312,0.961069900892484,0.001,0.6051515936851501,0.8508781814362908
1,0.67117935,0.750474427670495,0.001,0.6256095170974731,0.8131196007830677
2,0.7601308,0.5978531449702833,0.001,0.6247615218162537,0.8392529239688912
