epoch,acc,loss,lr,val_acc,val_loss
0,0.7458968,0.5268164746724799,0.01,0.823875904083252,0.4213616571327148
1,0.80868614,0.42443119655824574,0.01,0.8183781504631042,0.4157613209345803
2,0.8380608,0.3791126794445225,0.01,0.8089534640312195,0.442731979253506
